ma_sp,ten_sp,phan_loai,gia,ngay_nhap_hang,ngay_xuat_hang,mo_ta
3209701417866,Generic Towels,Health,122582.30333348656,2022-04-13,2022-03-28,"['Molestias unde quas error.', 'Nisi quasi quibusdam aliquid ipsum porro.', 'Debitis praesentium pariatur hic quo molestias magni.']"
2648190939199,Granite Tuna,Sports,25862.03089919383,2022-02-23,2022-02-07,"['Beatae recusandae nobis veritatis blanditiis illum similique.', 'Qui culpa deserunt pariatur eaque.', 'Natus a inventore voluptatibus.']"
8046469123258,Gently Used Bike,Sports,348323.94725770364,2021-11-26,2021-11-10,"['Sunt maiores adipisci ad in doloremque nam.', 'Ad quam quis veniam.', 'Suscipit similique tempore amet cum consectetur.']"
7975774757104,Gently Used Table,Toys,116179.2637616087,2022-12-03,2022-11-17,"['Nobis tempore neque alias facilis.', 'Recusandae provident officia minima.', 'Iusto officiis et officia quam commodi enim.']"
8162645594985,Metal Hat,Toys,538070.5293834835,2023-09-01,2023-08-16,"['Reiciendis in ratione ipsum amet dicta.', 'Deserunt at ad maxime illum est.', 'Necessitatibus odio illo necessitatibus laudantium.']"
2140679497713,Tasty Tuna,Jewelery,204796.46495801586,2021-11-20,2021-11-04,"['Quis optio quibusdam quasi.', 'Ad necessitatibus similique nihil.', 'Expedita possimus fugiat natus optio rem.']"
7901431493597,Gently Used Cotton Shirt,Games,586638.64043083,2022-09-17,2022-09-01,"['Iste repellat cupiditate blanditiis.', 'Fuga necessitatibus aspernatur quia provident quos.', 'At animi iure impedit architecto soluta.']"
5628740614896,Gorgeous Shoes,Grocery,649486.9416993175,2023-08-07,2023-07-22,"['Fugiat deleniti rem minima tempore numquam et.', 'Atque doloremque libero fugiat esse.', 'Facilis rem itaque nisi debitis quo.']"
2001008227671,Tasty Steel Bacon,Jewelery,268144.1334871312,2022-04-29,2022-04-13,"['Quod doloremque autem nostrum ipsam.', 'Voluptatem aspernatur sed reprehenderit earum.', 'Libero sapiente nam itaque veritatis repellendus.']"
7585360094201,Rustic Tuna,Kids,982104.6313141654,2023-04-29,2023-04-13,"['Reprehenderit odio impedit voluptates harum.', 'Natus aspernatur aliquam voluptatem.', 'Repellendus dolores doloribus quaerat dignissimos doloribus eaque.']"
3397806479985,Ball,Books,851296.2223011667,2021-11-17,2021-11-01,"['Reiciendis qui alias nemo.', 'Asperiores minus quibusdam.', 'Impedit expedita quam adipisci dolore quaerat aliquam.']"
6858498618863,Ergonomic Cotton Cheese,Outdoors,282469.0048294773,2023-05-03,2023-04-17,"['Ab totam dolores nemo modi expedita.', 'Totam alias numquam autem beatae at accusamus.', 'Dolore quas minus.']"
6716475828028,Refined Steel Chair,Electronics,934661.8229375596,2023-05-01,2023-04-15,"['Minus quisquam voluptates porro incidunt.', 'Quaerat cumque tenetur.', 'Esse nobis amet occaecati illo suscipit fuga.']"
6909578113829,For repair Chicken,Garden,214076.2391092966,2022-02-24,2022-02-08,"['Officiis hic possimus qui perferendis voluptates.', 'Dolor maiores esse.', 'Est aut voluptatibus adipisci.']"
1124417819693,Computer,Computers,484356.50292249396,2023-04-06,2023-03-21,"['Voluptates ducimus ipsum voluptate placeat ullam.', 'Voluptates atque explicabo consequatur possimus natus.', 'Praesentium sint nulla labore dicta reprehenderit veritatis assumenda.']"
4879447294992,Handcrafted Concrete Cheese,Baby,235032.1559363451,2022-09-25,2022-09-09,"['Inventore officia aut tempora.', 'Consectetur facere recusandae iusto.', 'Quaerat veritatis ducimus recusandae consequatur delectus.']"
4526693556816,Metal Shirt,Outdoors,653405.6787970997,2023-02-22,2023-02-06,"['Mollitia vero libero officia ratione similique repudiandae.', 'Quod sunt id maiores accusantium.', 'Voluptas harum consequuntur sit voluptas.']"
1554409636838,Sausages,Grocery,728803.6278710826,2023-02-15,2023-01-30,"['Maiores veniam consequatur sequi ipsam eos a.', 'Dolore illum enim amet.', 'Aliquid iure corporis dicta.']"
3368978668811,Rubber Chair,Games,458130.5208489757,2023-08-15,2023-07-30,"['Earum molestias omnis sapiente veniam consequuntur libero.', 'Veniam porro eaque maiores.', 'Voluptates nihil odit occaecati debitis.']"
3955908606168,Small Cotton Sausages,Garden,844396.1893686665,2022-11-12,2022-10-27,"['Laudantium reiciendis molestiae cum provident eligendi quos.', 'Ipsum consequuntur esse nisi harum.', 'Iure deserunt saepe voluptatem odio nobis.']"
8988307358920,Bike,Outdoors,298948.73571753065,2021-11-16,2021-10-31,"['Assumenda rem suscipit suscipit adipisci voluptatibus.', 'Libero qui nobis temporibus molestiae.', 'Delectus nostrum commodi.']"
7814665777718,For repair Wooden Pizza,Grocery,180958.81423881894,2023-09-13,2023-08-28,"['Tenetur molestiae laboriosam magnam magnam neque.', 'Sunt assumenda corporis.', 'Omnis officia voluptatibus ex.']"
8661648857955,Small Chair,Industrial,849467.9234987607,2023-04-25,2023-04-09,"['Maiores nulla voluptatum fugiat.', 'Iure iste iure quos sunt impedit.', 'Expedita dolores ipsum culpa hic.']"
1667297537559,Keyboard,Games,433905.3177503215,2022-05-20,2022-05-04,"['Similique dolorum tempore debitis laboriosam reprehenderit.', 'Cupiditate laudantium dolores architecto.', 'Ea voluptas harum nihil earum.']"
1979276943405,Concrete Gloves,Movies,610368.4616987398,2022-05-18,2022-05-02,"['Necessitatibus laborum quaerat.', 'Corrupti accusamus tenetur omnis enim hic.', 'Commodi quaerat unde blanditiis laborum totam.']"
4159789932821,New Cotton Keyboard,Health,234215.07187634913,2021-10-19,2021-10-03,"['Labore deserunt quam temporibus possimus tenetur laudantium facilis.', 'Hic autem fuga est dolorem dolorum nesciunt ratione.', 'Occaecati perspiciatis modi quaerat.']"
0241793520928,Pizza,Shoes,951917.3448187032,2023-05-22,2023-05-06,"['Ipsa ullam explicabo eius occaecati ipsa aliquid.', 'Excepturi error dolor reiciendis.', 'Facilis eligendi mollitia aperiam.']"
9818512090324,Used Cheese,Music,747596.434433735,2022-11-25,2022-11-09,"['Nisi similique at.', 'Saepe illo officiis.', 'Modi error consequuntur dicta ipsam dolorum laborum vitae.']"
5787024148547,Rubber Gloves,Tools,449375.7551572771,2021-09-26,2021-09-10,"['Reiciendis laborum impedit voluptas molestiae possimus sapiente.', 'Impedit repellat tenetur recusandae dolores tempore nobis.', 'Quibusdam molestias minus dolores rerum voluptatum.']"
4544707527935,Tuna,Industrial,287994.9452114225,2022-04-01,2022-03-16,"['Dicta ut natus laudantium excepturi sed tempora harum.', 'Sunt voluptates accusantium.', 'Quisquam amet deserunt reiciendis in eos.']"
7473461874290,Metal Ball,Books,582655.9189040572,2022-01-11,2021-12-26,"['Cupiditate nemo enim et architecto quo aspernatur.', 'Id officia possimus.', 'Doloribus magnam necessitatibus officia corporis.']"
4424720674628,Sleek Salad,Jewelery,740524.8845493512,2023-08-31,2023-08-15,"['Mollitia excepturi quae aspernatur illo nobis iure.', 'Corrupti nobis fuga necessitatibus nemo voluptatibus.', 'Beatae praesentium explicabo deleniti.']"
1551661490154,Fantastic Metal Bacon,Shoes,277794.99516334425,2023-07-05,2023-06-19,"['Vitae molestiae aspernatur totam dolorem numquam.', 'Repellat vel voluptatum.', 'Nulla optio fugit officia libero rem asperiores earum.']"
9213424933408,Chicken,Garden,945589.5403053579,2022-04-02,2022-03-17,"['Adipisci facilis molestiae laborum delectus exercitationem illo.', 'Ab consequatur aspernatur vero fugit enim.', 'Iure quasi esse eius officia voluptatem voluptates.']"
7966425050385,Frozen Gloves,Automotive,950945.7518741383,2023-05-05,2023-04-19,"['Optio natus nostrum nobis quis.', 'Officiis atque numquam ex sed quibusdam quas mollitia.', 'Vel tempore atque at praesentium modi alias perferendis.']"
6390333188396,New Soft Gloves,Kids,424773.0544031933,2023-01-03,2022-12-18,"['Debitis consectetur ducimus exercitationem.', 'Nam tempore est inventore minus quia.', 'Impedit qui placeat.']"
4508450310770,For repair Frozen Salad,Computers,958123.8658822308,2021-09-28,2021-09-12,"['Enim in ex amet mollitia molestiae fugiat.', 'Non quaerat optio rerum iusto.', 'Quidem amet possimus veritatis quos voluptatum ipsam.']"
6121803496945,Unbranded Car,Music,865294.8537424201,2022-08-16,2022-07-31,"['Distinctio molestiae illo dignissimos quaerat.', 'Ratione esse dignissimos cum maxime culpa accusamus.', 'Possimus exercitationem accusamus temporibus error.']"
9788024439327,Cotton Computer,Movies,403047.32319979236,2021-12-28,2021-12-12,"['Quisquam fugit enim eum.', 'Harum id molestias eveniet nulla consequuntur quam.', 'Reprehenderit suscipit repudiandae explicabo dolore non.']"
0586857208160,Keyboard,Kids,666503.5751721419,2023-04-14,2023-03-29,"['Sit aperiam ipsum tempore placeat fugit soluta.', 'Officiis non amet quo eius.', 'Odio modi doloribus quaerat.']"
0449937408778,New Ball,Toys,860708.1698315796,2022-05-29,2022-05-13,"['Eum deserunt facilis.', 'Unde veritatis maiores minima vero.', 'Fuga quibusdam repellat voluptatum.']"
5516816291662,Fresh Keyboard,Grocery,604992.4221037668,2022-08-06,2022-07-21,"['Dolor necessitatibus enim libero pariatur.', 'Nemo distinctio facilis inventore sit reiciendis.', 'Sed repellat libero laudantium excepturi aspernatur.']"
4525653923224,Small Pizza,Games,263580.52285523975,2022-03-14,2022-02-26,"['Voluptas soluta ducimus reprehenderit similique vitae rem.', 'Debitis esse voluptatem laborum dignissimos reiciendis.', 'Fugit iusto voluptatibus quasi alias amet quia.']"
4838018780456,Fresh Cheese,Clothing,48267.348551482224,2022-02-15,2022-01-30,"['Laboriosam modi quasi molestiae quo aliquid veniam ut.', 'Blanditiis consequatur itaque quod ad.', 'Beatae corrupti esse quos consectetur earum.']"
9568189926623,Sausages,Tools,165630.5209483457,2023-09-11,2023-08-26,"['Itaque recusandae eos nemo accusantium iure quisquam.', 'Facilis id adipisci dicta architecto necessitatibus aperiam.', 'Blanditiis cumque saepe ipsa rerum.']"
6842202566762,Gorgeous Fresh Pants,Outdoors,360037.8030615913,2022-06-15,2022-05-30,"['Unde ipsa impedit dolorem aliquid ex modi.', 'Mollitia dolorem iste atque similique saepe.', 'Cum non quas soluta.']"
2375132266296,Pizza,Industrial,99741.15442909185,2023-07-11,2023-06-25,"['Consequuntur similique beatae ad quasi.', 'Sint exercitationem similique vitae.', 'In cupiditate quae cumque sit maiores vel.']"
0665712056297,Fantastic Fresh Shirt,Electronics,128623.21966114925,2022-12-02,2022-11-16,"['Fugiat impedit quam totam eaque quibusdam mollitia accusantium.', 'Ipsum quidem nesciunt consequatur natus necessitatibus nisi.', 'Impedit delectus necessitatibus nihil.']"
5219891608393,Sausages,Games,626946.418430067,2022-11-13,2022-10-28,"['Voluptas fuga quam expedita labore.', 'Cum iste eveniet officiis at.', 'Possimus in sit harum nobis corrupti.']"
9340884551115,Rubber Hat,Toys,815037.8525973009,2023-01-03,2022-12-18,"['Magnam numquam ea.', 'Eligendi illum voluptates culpa.', 'Tenetur sint qui esse commodi in.']"
0261426315943,Computer,Garden,379810.75766430586,2023-05-26,2023-05-10,"['Maiores asperiores iure necessitatibus at.', 'Molestiae cupiditate fugit occaecati quas assumenda reprehenderit.', 'Iste rem minus iure distinctio aspernatur.']"
3926661531226,Soft Keyboard,Health,17040.71451542357,2022-08-25,2022-08-09,"['Aut a hic eligendi.', 'Tenetur reiciendis unde quaerat aspernatur in.', 'Praesentium vitae sequi consequuntur atque.']"
3566341637468,Cheese,Outdoors,109400.77727325312,2023-02-26,2023-02-10,"['Adipisci ad atque ullam nihil doloribus ratione asperiores.', 'Doloribus facere eveniet asperiores voluptates.', 'Eaque totam dolorem rerum dignissimos nostrum.']"
8536790558244,Granite Chair,Clothing,189678.62319835467,2023-08-15,2023-07-30,"['Ducimus cupiditate possimus inventore sed.', 'Voluptatem voluptatibus expedita.', 'Aut rerum deleniti iure blanditiis placeat.']"
4830063849379,Gloves,Health,469300.1004320128,2021-10-26,2021-10-10,"['Aut dolore accusamus.', 'Unde aut labore beatae culpa excepturi enim.', 'Hic pariatur voluptate nostrum.']"
8672958612349,Salad,Health,903428.1711467736,2023-05-23,2023-05-07,"['Architecto nobis veniam itaque.', 'Exercitationem iusto pariatur quidem veritatis.', 'Sit deserunt quis in nihil.']"
1948505527006,Bike,Clothing,681795.7432943985,2022-11-28,2022-11-12,"['Fugit optio soluta qui facere.', 'Voluptatem voluptatem sapiente nisi consequatur vero commodi ratione.', 'Assumenda excepturi magni eius.']"
1528139267327,Practical Metal Shirt,Shoes,94436.88941352638,2023-07-10,2023-06-24,"['Esse fugit numquam atque.', 'Laborum laudantium maxime.', 'Ipsam magnam quaerat voluptatibus.']"
3472064779906,Granite Towels,Games,124083.41188989158,2023-04-29,2023-04-13,"['Optio nam voluptatibus recusandae.', 'Non possimus quidem repellendus.', 'Earum voluptatum ratione nesciunt sapiente doloremque.']"
0381839655082,Handcrafted Cotton Pants,Outdoors,230825.28686143665,2022-06-09,2022-05-24,"['A recusandae labore iste nulla.', 'Debitis deleniti odio libero beatae.', 'Delectus tempora rerum quos minima tempore iste.']"
1719568095845,Salad,Automotive,794381.5698020033,2021-11-18,2021-11-02,"['Optio voluptatum enim cumque incidunt.', 'Maiores voluptas cumque saepe officiis voluptatem exercitationem nobis.', 'Eaque sunt fuga inventore.']"
9042048636651,Bike,Home,332514.9666081554,2022-09-29,2022-09-13,"['Sapiente dicta voluptatem incidunt assumenda nam.', 'Nisi voluptatibus maiores accusamus temporibus dolorum quod labore.', 'Eaque aliquam dolores aliquid.']"
1213662038208,Wooden Shoes,Baby,214222.64847125177,2023-02-18,2023-02-02,"['Maxime rem ipsa ipsa ea.', 'Est officiis provident rem et ratione.', 'In laudantium harum voluptatum esse aspernatur error aperiam.']"
4490128058155,Awesome Concrete Fish,Music,150790.61110647308,2022-04-01,2022-03-16,"['Vero tempore occaecati voluptatibus magni eveniet.', 'Eveniet exercitationem ullam.', 'Atque veniam repellat vel.']"
6651532315311,Generic Car,Electronics,779115.7002429762,2023-07-28,2023-07-12,"['Tempora distinctio ea enim cumque.', 'Quis blanditiis aliquam vitae.', 'Autem aut dolores sequi facere.']"
1438822071738,For repair Pants,Toys,106612.98467014266,2021-12-22,2021-12-06,"['Nesciunt itaque facilis dolores architecto.', 'Cumque esse soluta voluptates totam fugit ab.', 'Tenetur voluptates quod porro ipsa consectetur cum consectetur.']"
4888134727903,Shoes,Industrial,813853.0970115851,2022-10-30,2022-10-14,"['Consequuntur fugiat dolorem ad.', 'Iusto rerum quo iste.', 'Facilis illum sapiente hic esse assumenda qui.']"
1514382140005,Rubber Chair,Beauty,72121.12369040336,2022-02-27,2022-02-11,"['Non officia deserunt officiis.', 'Assumenda qui amet veniam sed aspernatur maxime.', 'Eos facilis magnam laboriosam mollitia.']"
5259815342651,Handmade Bacon,Automotive,158795.13344276405,2022-05-01,2022-04-15,"['Officiis recusandae ullam facilis nobis velit in.', 'Voluptate provident blanditiis rerum at optio itaque.', 'Nobis quaerat sequi repellat reprehenderit voluptate.']"
2775579907323,Towels,Shoes,345100.91656677774,2021-10-15,2021-09-29,"['Alias ad pariatur.', 'Laboriosam velit delectus illum numquam labore cum.', 'Provident inventore exercitationem minima.']"
2946924844659,For repair Keyboard,Industrial,819666.7489149681,2022-02-10,2022-01-25,"['Alias tenetur officiis debitis quos sed.', 'Consequatur quod officia voluptates eos.', 'Sit aspernatur odio quasi explicabo autem nam.']"
4046573426010,Frozen Towels,Computers,407401.6238332804,2023-07-12,2023-06-26,"['Reiciendis nulla corrupti mollitia suscipit.', 'Adipisci dolorem et doloremque quas consequatur amet quis.', 'Voluptas minima omnis earum.']"
5376748336622,Unbranded Table,Health,745494.101230349,2023-01-28,2023-01-12,"['Pariatur ipsa facilis.', 'A beatae ducimus totam sit eaque.', 'Quis dolores harum excepturi officia impedit esse.']"
8733627231428,Shoes,Outdoors,369930.58966555056,2021-11-19,2021-11-03,"['Ipsum fuga illo reprehenderit eligendi.', 'Tempore facere quos pariatur.', 'Deserunt occaecati dolorum quis modi molestias at incidunt.']"
1753969820637,Wooden Soap,Outdoors,132278.67381004474,2022-06-27,2022-06-11,"['Non perferendis nihil est ipsam architecto temporibus.', 'Natus sunt possimus porro nesciunt.', 'Aspernatur ipsa dignissimos molestias voluptas ex illo repudiandae.']"
7419322774064,Licensed Granite Keyboard,Games,101886.54185450205,2022-05-02,2022-04-16,"['Suscipit modi veritatis exercitationem.', 'Explicabo expedita officiis labore accusamus.', 'Quia alias quibusdam itaque deleniti praesentium.']"
0131032214018,Ball,Sports,255767.62039414365,2022-11-25,2022-11-09,"['Fugiat culpa consequatur culpa.', 'Sunt atque quibusdam voluptatibus esse fugit molestiae.', 'Repellat ad qui voluptatum.']"
8347378892410,Used Granite Bacon,Shoes,310673.5708514488,2022-10-05,2022-09-19,"['Illum doloribus omnis fugit beatae eveniet architecto.', 'Itaque ullam laborum.', 'Et a placeat aliquid architecto tempora voluptates.']"
0560007048783,Ergonomic Concrete Keyboard,Grocery,862808.8496012466,2023-09-13,2023-08-28,"['Quam corporis modi neque sint labore reprehenderit.', 'Unde sapiente blanditiis eos rerum esse.', 'Magni eveniet sit.']"
7777519471210,Rubber Mouse,Garden,812520.2911836269,2023-04-03,2023-03-18,"['Eveniet quibusdam rem aliquam quasi.', 'Dolor magni dicta saepe numquam quas.', 'Assumenda recusandae officia fugit.']"
5104098421817,Bike,Music,523794.52048323327,2023-08-16,2023-07-31,"['Esse quibusdam deserunt voluptate expedita ex.', 'Reiciendis velit illum nobis quas minima.', 'Soluta voluptas eum perferendis natus sequi.']"
3628446732308,Tuna,Garden,116757.34067786524,2022-04-15,2022-03-30,"['Quis consequatur dicta rerum.', 'Eligendi at ipsum minima veniam.', 'Commodi a sint neque nesciunt.']"
5370699271827,Licensed Frozen Table,Shoes,15955.312322747355,2023-01-04,2022-12-19,"['Necessitatibus modi perferendis aperiam.', 'Iste iure eaque ea sit magnam aliquam.', 'Ducimus sequi at officia ex adipisci.']"
2525023230947,Licensed Cotton Chips,Clothing,189188.68495013198,2022-03-21,2022-03-05,"['Cumque alias sed nisi.', 'Laudantium nemo illum culpa aut.', 'Beatae libero perspiciatis esse neque voluptatum.']"
9175905955555,Refined Sausages,Kids,736514.8539245058,2022-07-23,2022-07-07,"['Quibusdam alias nam blanditiis.', 'Aperiam amet iste totam.', 'Reiciendis reiciendis ipsam blanditiis officia necessitatibus magni.']"
4405069850058,Soft Hat,Industrial,755336.0095825786,2022-03-09,2022-02-21,"['Nostrum iste nihil.', 'Ad pariatur architecto modi ex.', 'Occaecati vero beatae voluptatem quasi minus impedit.']"
7933650993794,Generic Frozen Hat,Clothing,176269.38264857707,2023-05-19,2023-05-03,"['Fuga facilis voluptas ea exercitationem natus quidem.', 'Tempore officiis amet eligendi.', 'Vero nemo possimus velit a assumenda voluptatibus.']"
8915136966699,Pizza,Health,282582.4230134481,2022-09-03,2022-08-18,"['Perferendis impedit adipisci labore praesentium ad ad fugiat.', 'Quia modi itaque modi excepturi vero.', 'Soluta quos temporibus sunt reiciendis harum vero quas.']"
3982280302111,Plastic Car,Music,769875.9746589835,2023-04-30,2023-04-14,"['Quasi dolorem corporis.', 'Modi neque adipisci.', 'Cumque expedita voluptas laborum placeat recusandae.']"
4347990910169,Incredible Chips,Baby,410273.60433454835,2023-04-26,2023-04-10,"['Earum doloremque accusamus non quam tempore quasi laudantium.', 'Assumenda repellat necessitatibus ea nulla incidunt vero.', 'Sunt possimus veniam exercitationem possimus.']"
1291056120814,New Mouse,Health,487991.0454621798,2023-06-27,2023-06-11,"['Unde eius a natus sunt.', 'Commodi hic suscipit eos ea dolor.', 'Iste vitae vel quam deserunt dolorum nobis.']"
1810186664229,Incredible Cotton Soap,Baby,32419.842611016542,2023-06-10,2023-05-25,"['Nesciunt itaque harum totam hic.', 'Ipsa numquam animi eveniet assumenda aspernatur.', 'Necessitatibus cum consequuntur rem exercitationem unde.']"
1338876227986,Gorgeous Steel Hat,Automotive,798419.1846252409,2023-07-12,2023-06-26,"['Quis ipsam pariatur corrupti minus aliquam ratione.', 'Culpa rem illum perferendis quasi maxime deleniti.', 'Veritatis accusantium aliquid maiores ex.']"
4540656145480,Salad,Music,356447.61302720546,2022-04-13,2022-03-28,"['Fugit repudiandae temporibus in amet modi vitae.', 'Esse soluta modi magni dolorum molestiae dolores.', 'Quam quam id vero autem.']"
1121365003198,Handcrafted Rubber Cheese,Beauty,754223.3710007671,2023-01-22,2023-01-06,"['Nulla blanditiis perferendis alias animi doloremque.', 'Nemo consectetur enim distinctio inventore.', 'Atque magnam rem odio odio eaque tenetur consectetur.']"
5051330803453,Intelligent Granite Car,Games,841155.9982797122,2021-12-31,2021-12-15,"['Eius officiis eveniet.', 'Perferendis perspiciatis aspernatur dolor.', 'Maiores dolor ipsa omnis molestias consectetur.']"
0090096616292,Chips,Music,169008.3004035414,2021-11-28,2021-11-12,"['Itaque ut consequatur quas similique beatae.', 'Iusto doloremque fugit occaecati quasi.', 'Quo provident rerum nobis illo repellat perspiciatis ut.']"
7867250436736,Pants,Books,208580.14676502906,2022-01-08,2021-12-23,"['Consequatur sapiente illo necessitatibus vero tenetur a.', 'Eos assumenda doloremque.', 'Repellendus sit excepturi reprehenderit non.']"
6438558542736,Licensed Cotton Bike,Shoes,488025.5758070507,2021-12-16,2021-11-30,"['Ratione distinctio ducimus.', 'Ex ullam consectetur distinctio eligendi quaerat.', 'Earum illum sit harum non animi magni.']"
5718276789301,Cheese,Computers,871268.7974812556,2022-08-03,2022-07-18,"['Neque recusandae sapiente aspernatur quos perferendis aperiam.', 'Incidunt doloribus dicta quas nesciunt alias quidem.', 'Reiciendis modi impedit.']"
5868760139973,Rubber Chair,Health,516872.56750278594,2021-12-26,2021-12-10,"['Doloribus impedit numquam sed corporis nulla quibusdam.', 'Non corporis explicabo est praesentium occaecati.', 'Perspiciatis eligendi incidunt quae vitae facere voluptatibus.']"
5066588107345,Soft Keyboard,Beauty,614959.788941242,2022-06-02,2022-05-17,"['Occaecati ipsam fugiat soluta.', 'Officiis voluptate a quod repellat error.', 'Magnam ullam at fuga non unde.']"
2915371250887,Unbranded Salad,Industrial,206803.17501768324,2022-11-01,2022-10-16,"['Architecto accusantium odio occaecati laudantium blanditiis.', 'Quasi a error illo non.', 'Dicta repellat ipsum laboriosam dicta laborum maxime nam.']"
2998614876594,Tasty Steel Fish,Shoes,666242.4422163174,2021-12-16,2021-11-30,"['Voluptate quas ducimus quaerat.', 'Veniam a itaque quidem voluptates quis a recusandae.', 'Voluptatum ipsam maxime dolore vel dolorem facilis recusandae.']"
1019884239450,Mouse,Electronics,904006.325038795,2022-06-20,2022-06-04,"['Doloribus necessitatibus nobis dicta.', 'Quam itaque earum blanditiis reiciendis veniam nulla.', 'Eaque commodi nihil iste.']"
8015637712525,Fresh Fish,Music,430340.37261958886,2021-10-29,2021-10-13,"['Ratione ut facilis maiores laudantium sunt.', 'Ipsam eius deleniti perspiciatis.', 'Corporis temporibus eveniet unde vel.']"
9175577200700,Plastic Chicken,Books,487644.99761668465,2023-04-15,2023-03-30,"['Eveniet officiis rerum ut sapiente excepturi rem.', 'Facere veniam maxime itaque excepturi asperiores.', 'Fuga eos pariatur tenetur.']"
9841999308064,Steel Chair,Automotive,553800.4894526034,2022-04-20,2022-04-04,"['Rem quae assumenda.', 'Totam dolor earum dolorum accusamus.', 'Temporibus consequuntur eos voluptas id.']"
8526918444580,Mouse,Home,212755.79843787366,2022-04-22,2022-04-06,"['Molestiae repudiandae magni odit aut nam.', 'Dolorem labore quisquam laborum velit harum aliquam aut.', 'Suscipit debitis magni adipisci incidunt voluptatibus unde.']"
2739061701998,For repair Sausages,Outdoors,929069.581563933,2022-02-23,2022-02-07,"['Architecto velit accusantium tempora cupiditate nisi.', 'Nemo ratione possimus debitis.', 'Aut illum distinctio tempore maiores.']"
0008059346506,Unbranded Rubber Towels,Computers,350775.18995421176,2022-12-19,2022-12-03,"['Cum harum eveniet consequatur.', 'Quo necessitatibus quam in perspiciatis nam ullam.', 'Quia eligendi adipisci odio ea consequatur soluta.']"
9667411428864,Chair,Automotive,890157.2869318024,2022-09-10,2022-08-25,"['Deleniti mollitia officia esse nobis sapiente pariatur.', 'Dolorum porro delectus quos cupiditate unde.', 'Aperiam placeat cumque eum sed dolorem possimus.']"
3216178547187,Tuna,Beauty,21159.408172862182,2023-01-04,2022-12-19,"['Perferendis recusandae labore dignissimos maxime.', 'Unde minima dignissimos quia nihil temporibus ipsum.', 'Impedit quidem non illum molestias vero.']"
